EicCode;EicDisplayName;EicLongName;EicParent;EicResponsibleParty;EicStatus;MarketParticipantPostalCode;MarketParticipantIsoCountryCode;MarketParticipantVatCode;EicTypeFunctionList;type
11W0-0000-0670-2;GUD_WEST_GT50;Wolfsburg GuD West Gasturbine 50;;11XVOLKSWAGEN-1T;Active;;;;Generation;W
11W0-0000-0672-X;GUD_WEST_DT50;Wolfsburg GuD West Dampfturbine 50 ;;11XVOLKSWAGEN-1T;Active;;;;Generation;W
11W0-0000-0673-U;GUD_WEST_DT40;Wolfsburg GuD West Dampfturbine 40;;11XVOLKSWAGEN-1T;Active;;;;Generation;W
11W0-0000-0682-T;FFM_WEST_11;HKW West Block 11;;11XMAINOVA-----9;Active;;;;Generation Unit;W
11W0-0000-0683-Q;FFM_WEST_12;HKW West Block 12;;11XMAINOVA-----9;Active;;;;Generation Unit;W
11W0-0000-0696-D;KMW_GENERATION;KMW AG_ Erzeugungsanlagen;;11XKMW---------H;Active;;;;Production Unit;W
11W0-0000-0703-G;HKWD-PTH;Heizkraftwerk Dieselstraße Power-to-Heat;;11XEVHALLE-747-Y;Active;;;;Load;W
11W0-0000-0708-1;GUD_HERNE;Gas- und Dampfturbinenanlage Herne;;11X0-0000-0706-U;Active;;;;Production Unit;W
11W0-0000-0728-U;D4_STG_MUEN_GT87;Muenster_GT87;;11XENBW-H------P;Active;;;;Generation;W
11W0-0000-0729-R;D4_STG_MUEN_GT88;Muenster_GT88;;11XENBW-H------P;Active;;;;Generation;W
11WD2ALH10002087;ALLERHEILIGENH1;HKW Allerheiligenstraße Turbine H1;;11XMAINOVA-----9;Active;;;;Generation;W
11WD2AMLA000173U;AMLACH;Amlach-KW;;11XTIWAG-HANDEL5;Active;;;;Generation;W
11WD2AMM1000174H;AMLACH-M1;Amlach-M1;;11XTIWAG-HANDEL5;Active;;;;Generation;W
11WD2AMM20001757;AMLACH-M2;Amlach-M2;;11XTIWAG-HANDEL5;Active;;;;Generation;W
11WD2AUDO000051Z;AUDORF_GT;AUDORF_GT;;11XEON-H-------8;Active;;;;Generation;W
11WD2AUKW000293W;AUDORF;AUDORF;;11XEON-H-------8;Active;;;;Generation;W
11WD2BHAF000272F;BREMEN_HAFEN;Bremen Mittelsbueren;;;Active;;;;Generation;W
11WD2BMIT0002731;BREMEN_MITTELSBU;Bremen Hafen;;;Active;;;;Generation;W
11WD2BR14000113U;BREMEN_14;Bremen Hastedt  Block 14;;;Active;;;;Generation;W
11WD2BR15000116G;BREMEN_15;Bremen Hastedt Block 15;;;Active;;;;Generation;W
11WD2BRAU000045S;BRAUNSCHWG_BHKW;BHKW Braunschweig;;11XVOLKSWAGEN-1T;Active;;;;Generation;W
11WD2BRE4000115K;BREMEN_4;Bremen Mittelsbueren Block 4;;;Active;;;;Generation;W
11WD2BRE50001178;BREMEN_5;Bremen Hafen Block 5;;;Active;;;;Generation;W
11WD2BRE6000118Z;BREMEN_6;Bremen Hafen Block 6;;;Active;;;;Generation;W
11WD2BRG3000114C;BREMEN_GT3;Bremen Mittelsbueren GT3;;;Active;;;;Generation;W
11WD2BSKW000320R;BHKW_BRAUNSCHWEI;BHKW Braunschweig;;11XVOLKSWAGEN-1T;Active;;;;Generation;W
11WD2BUKW000310A;BURGHAUSEN_GUD;Burghausen_GuD;;;Active;;;;Generation;W
11WD2BURG000145R;BURGHAUSEN;Burghausen_GT1;;;Active;;;;Generation;W
11WD2ERZH0002682;ERZHAUSEN;Erzhausen;;11XSTATKRAFT001N;Active;;;;Generation;W
11WD2FARG0001262;FARGE;Kraftwerk-Farge;;;Active;;;;Generation;W
11WD2FARK000287K;FARGE_KW;Standort Farge;;;Active;;;;Generation;W
11WD2IMM10001646;IMST-M1;Imst-M1;;11XTIWAG-HANDEL5;Active;;;;Generation;W
11WD2FFM3000209N;FRANKFURT_MESSE_;HKW Messe Turbine H3;;11XMAINOVA-----9;Active;;;;Generation;W
11WD2FFMH000283A;MUELLHKW_FRANKF;Muellheizkraftwerk Frankfurt;;11XMAINOVA-----9;Active;;;;Generation;W
11WD2FFW-000203E;FRANKFURT_WEST;Heizkraftwerk West;;11XMAINOVA-----9;Active;;;;Generation;W
11WD2FFW2000018M;FRANKFURT_WEST_2;HKW West Block 2;;11XMAINOVA-----9;Active;;;;Generation;W
11WD2FFW3000019C;FRANKFURT_WEST_3;HKW West Block 3;;11XMAINOVA-----9;Active;;;;Generation;W
11WD2FFW4000020J;FRANKFURT_WEST_4;HKW West Block 4;;11XMAINOVA-----9;Active;;;;Generation;W
11WD2FMV3000210Z;FRANKFURT_MHKW_3;Müllheizkraftwerk Frankfurt 3;;11XMAINOVA-----9;Active;;;;Generation;W
11WD2FMV7000205X;FRANKFURT_MHKW_7;Müllheizkraftwerk Frankfurt 7;;11XMAINOVA-----9;Active;;;;Generation;W
11WD2FREI000095T;FREIMANN;SWM HKW Freimann;;;Active;;;;Generation;W
11WD2GBRA000240V;GBR-AT-TU;Braunau-Simbach-G1-AT-TU;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GBRD0002415;GBR-DE-TU;Braunau-Simbach-G1-DE-TU;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GBRK000231Q;GBR-KW-DE;Braunau-Simbach-KW-DE;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GBRO000327I;GBR-KW-AT;Braunau-Simbach-KW-AT;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GE2D000056A;FRANKEN_2_DT;FRANKEN1_BL_2-DT;;11XEON-H-------8;Active;;;;Generation;W
11WD2GE2G000057L;FRANKEN_2_GT;FRANKEN1_BL_2-GT;;11XEON-H-------8;Active;;;;Generation;W
11WD2GEB1000055R;FRANKEN_1;FRANKEN1_BL_1;;11XEON-H-------8;Active;;;;Generation;W
11WD2GEBE000177K;FRANKEN_I;FRANKEN1;;11XEON-H-------8;Active;;;;Generation;W
11WD2GEOA000252L;GEO-AT-TU;Egglfing-Obernberg-G1-AT-TU;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2IMM2000165X;IMST-M2;Imst-M2;;11XTIWAG-HANDEL5;Active;;;;Generation;W
11WD2GEOD000253W;GEO-DE-TU;Egglfing-Obernberg-G1-DE-TU;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GEOK000237B;GEO-KW-DE;Egglfing-Obernberg-KW-DE;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GEOO000333K;GEO-KW-AT;Egglfing-Obernberg-KW-AT;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GERA000250Z;GER-AT-TU;Ering-Frauenstein-G1-AT-TU;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GERD0002519;GER-DE-TU;Ering-Frauenstein-G1-DE-TU;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GERK000236N;GER-KW-DE;Ering-Frauenstein-KW-DE;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GERO000332W;GER-KW-AT;Ering-Frauenstein-KW-AT;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GJOO000331B;GJO-KW-AT;Jochenstein-KW-AT;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GJSA0002480;GJO-AT-TU;Jochenstein-G1-AT-TU;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GJSD000249B;GJO-DE-TU;Jochenstein-G1-DE-TU;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GJSK0002353;GJO-KW-DE;Jochenstein-KW-DE;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GKBB000334V;GKB_HB;GKB Bremen Standort;;11XGKB-1-------A;Active;;;;Generation;W
11WD2GKBK000335V;GKB_HB_KW;GKB Bremen KW;;11XGKB-1-------A;Active;;;;Generation;W
11WD2GNUA000239H;GNU-AT-TU;Nussdorf-G1-AT-TU;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GNUD000238W;GNU-DE-TU;Nussdorf-G1-DE-TU;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GNUK000230T;GNU-KW-DE;Nussdorf-KW-DE;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GNUO000326L;GNU-KW-AT;Nussdorf-KW-AT;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GOEA000244A;GOE-AT-TU;Oberaudorf-Ebbs-G1-AT-TU;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GOED000245L;GOE-DE-TU;Oberaudorf-Ebbs-G1-DE-TU;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GOEK0002339;GOE-KW-DE;Oberaudorf-Ebbs-KW-DE;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GOEO0003291;GOE-KW-AT;Oberaudorf-Ebbs-KW-AT;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GPSA000246I;GPS-AT-TU;Passau-Ingling-G1-AT-TU;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GPSD000247T;GPS-DE-TU;Passau-Ingling-G1-DE-TU;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GPSK000234J;GPS-KW-DE;Passau-Ingling-KW-DE;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GPSO000330S;GPS-KW-AT;Passau-Ingling-KW-AT;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GSDA000242K;GSD-AT-TU;Schaerding-Neuhaus-G1-AT-TU;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GSDD000243V;GSD-DE-TU;Schaerding-Neuhaus-G1-DE-TU;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GSDK000232H;GSD-KW-DE;Schaerding-Neuhaus-KW-DE;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2GSDO0003289;GSD-KW-AT;Schaerding-Neuhaus-KW-AT;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2HANN5C----0;GKH;Hannover GKH (Gemeinschaftskraftwerk);;11XSWHANNOVERAG3;Active;;;;Generation;W
11WD2HANN5C---1X;GKH_1;Hannover GKH (Gemeinschaftskraftwerk), Block 1;;11XSWHANNOVERAG3;Active;;;;Generation;W
11WD2IMM3000166N;IMST-M3;Imst-M3;;11XTIWAG-HANDEL5;Active;;;;Generation;W
11WD2HANN5C---2V;GKH_2;Hannover GKH (Gemeinschaftskraftwerk), Block 2;;11XSWHANNOVERAG3;Active;;;;Generation;W
11WD2HAU-0002740;HAUSHAM;HAUSHAM;;11XEON-H-------8;Active;;;;Generation;W
11WD2HAU1000069M;HAUSHAM_1;HAUSHAM_1_GT;;11XEON-H-------8;Active;;;;Generation;W
11WD2HAU2000070T;HAUSHAM_2;HAUSHAM_2_GT;;11XEON-H-------8;Active;;;;Generation;W
11WD2HAU3000071J;HAUSHAM_3;HAUSHAM_3_GT;;11XEON-H-------8;Active;;;;Generation;W
11WD2HAU40000729;HAUSHAM_4;HAUSHAM_4_GT;;11XEON-H-------8;Active;;;;Generation;W
11WD2HEKW000297X;HEYDEN;HEYDEN;;11XEON-H-------8;Active;;;;Generation;W
11WD2HERR5G----G;HERRENHAUSEN_B;Herrenhausen KWH Block B;;11XSWHANNOVERAG3;Active;;;;Generation;W
11WD2HERR5GKW--1;KWH;Herrenhausen KWH;;11XSWHANNOVERAG3;Active;;;;Generation;W
11WD2HEY40000638;HEYDEN_4;HEYDEN_4;;11XEON-H-------8;Active;;;;Generation;W
11WD2HUKW000298J;HUNTORF;HUNTORF;;11XEON-H-------8;Active;;;;Generation;W
11WD2HUNT0000644;HUNTORF_GT;HUNTORF_GT;;11XEON-H-------8;Active;;;;Generation;W
11WD2ICHK000229Y;ICH-KW;Perach-KW;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2ICHT0002621;ICH-TU;Perach-TU;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2IFEK0002228;IFE-KW;Feldkirchen-KW;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2IFET000255W;IFE-TU;Feldkirchen-TU;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2IGIK000225U;IGI-KW;Gars-KW;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2IGIT000258H;IGI-TU;Gars-TU;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2IKTT000259O;ITK-TU;Teufelsbruck-TU;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2IMST000163Q;IMST;Imst-KW;;11XTIWAG-HANDEL5;Active;;;;Generation;W
11WD2ING3000058X;INGOLSTADT_3;INGOLSTADT_3;;11XEON-H-------8;Active;;;;Generation;W
11WD2ING4000059N;INGOLSTADT_4;INGOLSTADT_4;;11XEON-H-------8;Active;;;;Generation;W
11WD2INGO0001783;INGOLSTADT;INGOLSTADT;;11XEON-H-------8;Active;;;;Generation;W
11WD2INOK000224J;INO-KW;Neuötting-KW;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2INOT0002576;INO-TU;Neuötting-TU;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2IRG30000606;IRSCHING_3;IRSCHING_3;;11XEON-H-------8;Active;;;;Generation;W
11WD2IRG4000061X;IRSCHING_4;IRSCHING_4;;11XEON-H-------8;Active;;;;Generation;W
11WD2IRG5000062N;IRSCHING_5;IRSCHING_5;;11XEON-H-------8;Active;;;;Generation;W
11WD2IRIK000223Z;IRI-KW;Rosenheim-KW;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2IRIT000256M;IRI-TU;Rosenheim-TU;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2IRSC000179N;IRSCHING;IRSCHING;;11XEON-H-------8;Active;;;;Generation;W
11WD2ISAR000122A;ISAR_2;ISAR_2;;11XEON-H-------8;Active;;;;Generation;W
11WD2ISKW000299Q;ISAR2;ISAR2;;11XEON-H-------8;Active;;;;Generation;W
11WD2ITKK000226S;ITK-KW;Teufelsbruck-KW;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2ITKW000300K;ITZEHOE;ITZEHOE;;11XEON-H-------8;Active;;;;Generation;W
11WD2ITMK0002286;ITM-KW;Stammham-KW;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2ITMT000261A;ITM-TU;Stammham-TU;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2ITOK0002212;ITO-KW;Töging-KW;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2ITOT000254Q;ITO-TU;Töging-TU;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2ITZE000052M;ITZEHOE_GT;ITZEHOE_GT;;11XEON-H-------8;Active;;;;Generation;W
11WD2IWBK0002273;IWG-KW;Wasserburg-KW;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2IWBT0002607;IWG-TU;Wasserburg-TU;;13XVERBUND1234-P;Active;;;;Generation;W
11WD2JEM1000168U;JENBACH-M1;Jenbach-M1;;11XTIWAG-HANDEL5;Active;;;;Generation;W
11WD2JEM2000169K;JENBACH-M2;Jenbach-M2;;11XTIWAG-HANDEL5;Active;;;;Generation;W
11WD2JEM3000170R;JENBACH-M3;Jenbach-M3;;11XTIWAG-HANDEL5;Active;;;;Generation;W
11WD2JEM4000171H;JENBACH-M4;Jenbach-M4;;11XTIWAG-HANDEL5;Active;;;;Generation;W
11WD2JEM50001727;JENBACH-M5;Jenbach-M5;;11XTIWAG-HANDEL5;Active;;;;Generation;W
11WD2JENB000167H;JENBACH;Jenbach-KW;;11XTIWAG-HANDEL5;Active;;;;Generation;W
11WD2KADT0000448;KASSEL_DT;Kassel Dampfturbine;;11XVOLKSWAGEN-1T;Active;;;;Generation;W
11WD2KAGT000043K;KASSEL_GT;Kassel Gasturbine;;11XVOLKSWAGEN-1T;Active;;;;Generation;W
11WD2KAKW000319J;HKW_KASSEL;HKW Kassel;;11XVOLKSWAGEN-1T;Active;;;;Generation;W
11WD2KAM10001520;KAUNERTAL-M1_TIW;Kaunertal-M1 TIWAG;;11XTIWAG-HANDEL5;Active;;;;Generation;W
11WD2KAM2000153R;KAUNERTAL-M2_TIW;Kaunertal-M2 TIWAG;;11XTIWAG-HANDEL5;Active;;;;Generation;W
11WD2KAM3000154H;KAUNERTAL-M3_TIW;Kaunertal-M3 TIWAG;;11XTIWAG-HANDEL5;Active;;;;Generation;W
11WD2KAM40001557;KAUNERTAL-M4_TIW;Kaunertal-M4 TIWAG;;11XTIWAG-HANDEL5;Active;;;;Generation;W
11WD2KAM5000156Y;KAUNERTAL-M5_TIW;Kaunertal-M5 TIWAG;;11XTIWAG-HANDEL5;Active;;;;Generation;W
11WD2S1G3000098K;SUED_GUD1_GT3;SWM HKW Sued GuD1 GT3;;;Active;;;;Generation;W
11WD2KAUT0001512;KAUNERTAL_TIWAG;Kaunertal-KW;;11XTIWAG-HANDEL5;Active;;;;Generation;W
11WD2KUE10000786;KUEHTAI_1_EON;KUEHTAI_1;;11XEON-H-------8;Active;;;;Generation;W
11WD2KUE2000079X;KUEHTAI_2_EON;KUEHTAI_2;;11XEON-H-------8;Active;;;;Generation;W
11WD2KUEE000313T;KUEHTAI_EON;KÜHTAI_EON;;11XEON-H-------8;Active;;;;Generation;W
11WD2KUET000160J;KUEHTAI_TIWAG;Kuehtai-KW;;11XTIWAG-HANDEL5;Active;;;;Generation;W
11WD2KUM1000161L;KUEHTAI-M1_TIWAG;Kuehtai-M1;;11XTIWAG-HANDEL5;Active;;;;Generation;W
11WD2KUM2000162B;KUEHTAI-M2_TIWAG;Kuehtai-M2;;11XTIWAG-HANDEL5;Active;;;;Generation;W
11WD2LEIT000111Y;LEITZACH;SWM PSW Leitzach;;;Active;;;;Generation;W
11WD2LIDT000036R;LINDEN_GKL_DT;Linden GKL (Gemeinschaftskraftwerk), Dampfturbine;;11XSWHANNOVERAG3;Active;;;;Generation;W
11WD2LIG10000346;LINDEN_GKL_GT1;Linden GKL (Gemeinschaftskraftwerk), 1. Gasturbine;;11XSWHANNOVERAG3;Active;;;;Generation;W
11WD2LIG3000035P;LINDEN_GKL_GT3;Linden GKL (Gemeinschaftskraftwerk), 3. Gasturbine;;11XSWHANNOVERAG3;Active;;;;Generation;W
11WD2LIND5G----6;LINDEN_GKL;Linden GKL (Gemeinschaftskraftwerk);;11XSWHANNOVERAG3;Active;;;;Generation;W
11WD2LM11000107Q;LEITZACH_1_M11;SWM PSW Leitzach Werk 1 M11;;;Active;;;;Generation;W
11WD2LM21000108F;LEITZACH_2_M21;SWM PSW Leitzach Werk 2 M21;;;Active;;;;Generation;W
11WD2LM220001095;LEITZACH_2_M22;SWM PSW Leitzach Werk 2 M22;;;Active;;;;Generation;W
11WD2MEHR2CSWHCZ;MEHRUM_C;Mehrum C;;11XSWHANNOVERAG3;Active;;;;Generation;W
11WD2MEHR2CSWH-O;KWM;Mehrum;;11XSWHANNOVERAG3;Active;;;;Generation;W
11WD2MUEN000112J;MUENCHEN_POOL;SWM Pool Muenchen;;;Active;;;;Generation;W
11WD2NDR-000204Q;NIEDERRAD;Heizkraftwerk Niederrad;;11XMAINOVA-----9;Active;;;;Generation;W
11WD2NDR1000021I;NIEDERRAD_1;HKW Niederrad Block 1;;11XMAINOVA-----9;Active;;;;Generation;W
11WD2NO1K0003079;NORD1;SWM HKW Nord Block 1;;;Active;;;;Generation;W
11WD2NO2K000308Z;NORD2;SWM HKW Nord Block 2;;;Active;;;;Generation;W
11WD2NO3K000309O;NORD3;SWM HKW Nord Block 3;;;Active;;;;Generation;W
11WD2NOR1000104F;NORD_1_T10;SWM HKW Nord Block 1 T10;;;Active;;;;Generation;W
11WD2NOR20001055;NORD_2_T20;SWM HKW Nord Block 2 T20;;;Active;;;;Generation;W
11WD2NOR3000106W;NORD_3_T30;SWM HKW Nord Block 3 T30 ;;;Active;;;;Generation;W
11WD2OAM-0003416;AMRWE;Amrumbank West;;;Active;;;;Generation;W
11WD2OAMK000342L;AMRWE_KW;Amrumbank West Kraftwerk;;;Active;;;;Generation;W
11WD2OBA1000349Z;OWP-BO1;Windpark BARD Offshore 1;;;Active;;;;Generation;W
11WD2OBR1000278R;OBR1;Windpark Borkum Riffgrund I;;;Active;;;;Generation;W
11WD2OBUT0002657;OWP_BU;Offshore Windpark Butendiek;;11XBUTENDIEK---5;Active;;;;Generation;W
11WD2ODT3000343P;DANTYSK-03;DanTysk_Offshore_Wind_03;;;Active;;;;Generation;W
11WD2ODT4000344F;DANTYSK-04;DanTysk_Offshore_Wind_04;;;Active;;;;Generation;W
11WD2ODTK000336Y;DANTYSK-00;DanTysk_Offshore_Wind_00;;;Active;;;;Generation;W
11WD2OGTI000264J;OWP_GLOBAL_TECH_;Offshore Windpark Global Tech I;;11XMPMGLOBALTEC8;Active;;;;Generation;W
11WD2OGW1000346F;GOW1;Windpark Gode Wind I;;11X0-0000-0583-H;Active;;;;Generation;W
11WD2OGW20003378;OGW2;Windpark Gode Wind II;;;Active;;;;Generation;W
11WD2ONSO000218S;OFFSHORE-NSO;Wind-Offshore-Nordsee-Ost;;11X0-0000-0526-W;Active;;;;Generation;W
11WD2ORG-000347Q;WP-RIFFGAT;Offshore Windpark RIFFGAT ;;;Active;;;;Generation;W
11WD2OTWB000266P;TWB-PHASE1;Trianel Windpark Borkum;;11XTWBPHASE1---C;Active;;;;Generation;W
11WD2OWME000351X;OWP-MEERWIND;Offshore Windpark Meerwind;;11XMEERWIND----7;Active;;;;Generation;W
11WD2OWS0000352F;SANDBANK-00;Sandbank_Offshore_Wind_00;;;Active;;;;Generation;W
11WD2OWS10003535;SANDBANK-01;Sandbank_Offshore_Wind_01;;;Active;;;;Generation;W
11WD2OWS2000354W;SANDBANK-02;Sandbank_Offshore_Wind_02;;;Active;;;;Generation;W
11WD2OWVM000355S;VEJA_MATE;Veja Mate Offshore Project GmbH;;11XVEJAMATE----0;Active;;;;Generation;W
11WD2PLAT000267Z;PLATTLING_KRAFTW;KWP-Verfuegbark;;;Active;;;;Generation;W
11WD2PLDT000033X;PLATTLING_DT;Kraftwerk-Plattling-Dampfturbine;;;Active;;;;Generation;W
11WD2PLGT0000328;PLATTLING_GT;Kraftwerk-Plattling-Gasturbine;;;Active;;;;Generation;W
11WD2REI10001303;REISACH_1;PSW-Pfreimd-Reisach-1;;11X0-0000-0525-Z;Active;;;;Generation;W
11WD2REI2000131U;REISACH_2;PSW-Pfreimd-Reisach-2;;11X0-0000-0525-Z;Active;;;;Generation;W
11WD2REI3000132K;REISACH_3;PSW-Pfreimd-Reisach-3;;11X0-0000-0525-Z;Active;;;;Generation;W
11WD2REIS0002899;REISACH_KW;Standort Reisach;;11X0-0000-0525-Z;Active;;;;Generation;W
11WD2S1D1000096U;SUED_GUD1_DT1;SWM HKW Sued GuD1 DT1;;;Active;;;;Generation;W
11WD2S1G2000097U;SUED_GUD1_GT2;SWM HKW Sued GuD1 GT2;;;Active;;;;Generation;W
11WD2S260000100F;SUED_GUD2_DT60;SWM HKW Sued GuD2 DT60;;;Active;;;;Generation;W
11WD2S2610001015;SUED_GUD2_GT61;SWM HKW Sued GuD2 GT61;;;Active;;;;Generation;W
11WD2S262000102W;SUED_GUD2_GT62;SWM HKW Sued GuD2 GT62;;;Active;;;;Generation;W
11WD2SIL1000080P;SILZ_1_EON;SILZ_1;;11XEON-H-------8;Active;;;;Generation;W
11WD2SIL2000081F;SILZ_2_EON;SILZ_2;;11XEON-H-------8;Active;;;;Generation;W
11WD2SILE000314X;SILZ_EON;SILZ_EON;;11XEON-H-------8;Active;;;;Generation;W
11WD2SILT000157E;SILZ_TIWAG;Silz-KW;;11XTIWAG-HANDEL5;Active;;;;Generation;W
11WD2SIM10001585;SILZ-M1_TIWAG;Silz-M1;;11XTIWAG-HANDEL5;Active;;;;Generation;W
11WD2SIM2000159W;SILZ-M2_TIWAG;Silz-M2;;11XTIWAG-HANDEL5;Active;;;;Generation;W
11WD2SRKW000345J;SANDREUTH_KW;Sandreuth KW;;;Active;;;;Generation;W
11WD2STA4000065N;STAUDINGER_4;STAUDINGER_4;;11XEON-H-------8;Active;;;;Generation;W
11WD2STA5000066D;STAUDINGER_5;STAUDINGER_5;;11XEON-H-------8;Active;;;;Generation;W
11WD2STAD000124Z;DOW_STADE;Kraftwerk Dow Stade;;;Active;;;;Generation;W
11WD2STAU0001800;STAUDINGER;STAUDINGER;;11XEON-H-------8;Active;;;;Generation;W
11WD2SUE1000099L;SUED_GUD1;SWM HKW Sued GuD1;;;Active;;;;Generation;W
11WD2SUE2000103B;SUED_GUD2;SWM HKW Sued GuD2;;;Active;;;;Generation;W
11WD2TANK000290O;TANZMUHLE_KW;Standort Tanzmühle;;11X0-0000-0525-Z;Active;;;;Generation;W
11WD2TANZ000133V;TANZMUEHLE;PSW-Pfreimd-Tanzmuehle;;11X0-0000-0525-Z;Active;;;;Generation;W
11WD2W1--000276F;WALDECK_1;WALDECK_1;;11XEON-H-------8;Active;;;;Generation;W
11WD2W1M1000075O;WALDECK_1_M_1;WALDECK_1_MA_1;;11XEON-H-------8;Active;;;;Generation;W
11WD2W1M30000766;WALDECK_1_M_3;WALDECK_1_MA_3;;11XEON-H-------8;Active;;;;Generation;W
11WD2W1M4000077X;WALDECK_1_M_4;WALDECK_1_MA_4;;11XEON-H-------8;Active;;;;Generation;W
11WD2W2--0002757;WALDECK_2;WALDECK_2;;11XEON-H-------8;Active;;;;Generation;W
11WD2W2M1000073I;WALDECK_2_MT_1;WALDECK_2_MA_5;;11XEON-H-------8;Active;;;;Generation;W
11WD2W2M20000748;WALDECK_2_MT_2;WALDECK_2_MA_6;;11XEON-H-------8;Active;;;;Generation;W
11WD2WAEM000321Y;WEA_EMDEN_KW;WEA Windpark Emden KW;;11XVOLKSWAGEN-1T;Active;;;;Generation;W
11WD2WAEU0003225;WEA_EMDEN;WEA Windpark Emden;;11XVOLKSWAGEN-1T;Active;;;;Generation;W
11WD2WAL-000277L;WALCHENSEE;WALCHENSEE;;11XEON-H-------8;Active;;;;Generation;W
11WD2WAL1000083I;WALCHENSEE_1;WALCHENSEE_MA_1;;11XEON-H-------8;Active;;;;Generation;W
11WD2WAL20000848;WALCHENSEE_2;WALCHENSEE_MA_2;;11XEON-H-------8;Active;;;;Generation;W
11WD2WAL3000085Z;WALCHENSEE_3;WALCHENSEE_MA_3;;11XEON-H-------8;Active;;;;Generation;W
11WD2WAL4000086P;WALCHENSEE_4;WALCHENSEE_MA_4;;11XEON-H-------8;Active;;;;Generation;W
11WD2WBNA0000418;WOLFSBURG_NORD_A;HKW Nord Generator A;;11XVOLKSWAGEN-1T;Active;;;;Generation;W
11WD2WBNB000042Z;WOLFSBURG_NORD_B;HKW Nord Generator B;;11XVOLKSWAGEN-1T;Active;;;;Generation;W
11WD2WBNK000318M;HKW_NORD;HKW Nord;;11XVOLKSWAGEN-1T;Active;;;;Generation;W
11WD2WBW1000039N;WOLFSBURG_WEST_1;HKW West Block 1;;11XVOLKSWAGEN-1T;Active;;;;Generation;W
11WD2WBW2000040U;WOLFSBURG_WEST_2;HKW West Block 2;;11XVOLKSWAGEN-1T;Active;;;;Generation;W
11WD2WBWK000317H;HKW_WEST;HKW West;;11XVOLKSWAGEN-1T;Active;;;;Generation;W
11WD2WI1K000303F;WILHELMSH_1_KW;WILHELMSHAVEN_1_KW;;11XEON-H-------8;Active;;;;Generation;W
11WD2WIGK000302U;WILHELMSH_GT_KW;WILHELMSHAVEN_GT_KW;;11XEON-H-------8;Active;;;;Generation;W
11WD2WIL10000688;WILHELMSHAVEN_1;WILHELMSHAVEN_1;;11XEON-H-------8;Active;;;;Generation;W
11WD2WILG0000671;WILHELMSHAVEN_GT;WILHELMSHAVEN_GT;;11XEON-H-------8;Active;;;;Generation;W
11WD2WILH0001255;WILHELMSHAVEN;Kraftwerk-Wilhelmshaven;;11XGSKW-WHV----V;Active;;;;Generation;W
11WD2WILK000286V;WILHELMSHAVEN_KW;Standort Wilhelmshaven;;11XGSKW-WHV----V;Active;;;;Generation;W
